804827,25858,25907,24112
805114,175,163,101
RS124,179783,165881,147770
80012,21506,18994,16991
800015,12078,10547,9564
800023,7522,6786,6009
800031,458,389,326
800040,305,234,186
800058,1143,1038,906
80195,30668,27510,25343
801976,1158,1128,1037
801984,361,366,277
801992,367,516,390
802000,282,340,244
802018,11541,10200,9871
802026,2144,1988,1811
802034,150,115,94
802042,2423,2183,1988
802069,336,211,157
802077,1912,1561,1423
802085,765,709,618
802093,2028,1868,1724
802107,7201,6325,5709
80209,69743,67002,59453
802115,1289,1140,866
802123,3134,3034,2512
802131,3741,3503,3123
802140,2263,2174,1822
802158,42938,41861,38065
802166,6300,5918,5270
802174,2525,2419,1918
802182,2488,2277,1894
802204,3510,3328,2813
802212,1555,1348,1170
80276,13816,12975,11269
802638,1912,1718,1398
802646,1072,1004,796
802654,1552,1620,1321
802662,387,292,210
802689,8062,7581,6960
802697,172,217,144
802719,195,135,106
802727,294,247,198
802735,170,161,136
80365,28779,25568,23316
803677,822,724,568
803685,2167,1889,1726
803693,1055,887,726
803707,22827,20302,18704
803715,1908,1766,1592
80489,15271,13832,11398
804835,152,135,102
804843,548,404,238
804851,1118,978,742
804860,3040,2844,2324
804878,3190,2882,2376
804886,1384,1314,1151
804894,595,568,437
804908,5244,4707,4028
RS125,205401,200140,186906
80071,40473,38245,33321
800457,220,204,151
800465,2745,2568,2297
800473,16704,16171,14573
800481,517,638,480
800490,151,94,83
800503,587,477,409
800511,1531,1441,1264
800520,388,309,238
800538,259,233,177
800546,588,590,468
800554,890,957,653
800562,503,524,456
800589,524,516,469
800597,2263,2029,1768
800619,635,632,534
800627,629,696,541
800635,970,798,607
800643,3309,2948,2580
800651,380,342,271
800660,229,205,147
800678,183,172,104
800686,6266,5699,5051
805122,2,2,
80241,14394,13494,12031
802492,4049,3693,3161
802506,5803,5465,4890
802514,4542,4336,3980
80438,150534,148401,141554
804452,8620,8586,7414
804479,2242,2039,1922
804487,785,741,627
804495,1942,1824,1487
804509,634,639,543
804517,1526,1381,1097
804525,2710,2631,2327
804533,1911,1746,1441
804541,1975,2168,2142
804550,1182,1181,1067
804568,1488,1245,1082
804576,509,446,377
804584,2932,2848,2381
804592,8246,8443,7771
804606,2323,2230,1947
804614,99515,99283,97910
804622,2627,2482,2313
804649,7940,7178,6591
804657,1427,1310,1115
RS126,221353,208456,187667
80144,22811,20399,16841
801348,1300,1263,1095
801356,391,384,258
801364,2575,2508,2091
801372,3700,2850,2291
801399,3074,3242,2903
801402,1403,1155,838
801429,1521,1315,1147
801437,1445,1352,1137
801445,2873,2405,1969
801453,2183,1771,1462
801461,881,763,537
801470,1465,1391,1113
80152,136778,132051,123362
801488,3573,3461,3335
801496,1823,1620,1291
801500,1762,1477,1342
801518,2436,2148,1860
801526,4724,4690,4338
801534,5172,4513,3999
801542,81316,79773,76511
801569,752,636,530
801577,2729,2959,2706
801585,2227,2034,1753
801593,3450,3308,2877
801607,643,598,498
801615,2196,2077,1804
801623,7270,6737,5982
801631,1169,1004,948
801640,1933,1789,1516
801658,3880,3818,3383
801666,2058,1999,1941
801674,1174,1140,1009
801682,1904,1765,1510
801704,1586,1386,1179
801712,3001,3119,3050
80250,14538,12705,10272
802522,2902,2665,2130
802549,1827,1720,1374
802557,2353,1861,1509
802565,1588,1385,1056
802573,5046,4383,3685
802581,822,691,518
80268,28788,26924,23925
802590,2007,1895,1488
802603,4068,3814,3284
802611,15404,14452,13133
802620,7309,6763,6020
80373,18438,16377,13267
803723,507,428,324
803731,1992,1734,1412
803740,119,94,63
803758,2155,1817,1505
803766,3544,2982,2373
803774,1150,996,777
803782,2428,2241,1719
803804,1502,1371,1256
803812,2688,2647,2107
803839,1976,1737,1478
803847,377,330,253
RS127,309981,335901,312278
80179,44185,49609,47433
801739,6166,6239,5783
801747,23061,26247,26025
801755,318,604,593
801763,2852,2878,2429
801771,1301,1604,1525
801780,2120,2298,2095
801798,2947,3036,2856
801801,2977,3455,2994
801810,278,266,253
801828,575,674,543
801836,1590,2308,2337
80187,11696,12329,10866
801844,28,42,44
801852,3495,3704,3092
801879,73,85,76
801887,126,127,107
801895,4414,4848,4415
801909,1144,1100,960
801917,229,277,234
801925,372,388,340
801933,157,151,130
801941,625,551,475
801950,633,657,620
801968,400,399,373
80322,20077,21506,19720
803154,1486,1488,1365
803162,1031,1066,934
803189,1346,1590,1491
803197,1076,1016,973
803219,1224,1243,1078
803227,2009,2047,1866
803235,1417,1400,1308
803243,1111,1143,1040
803251,2422,2659,2581
803260,1219,1360,1166
803278,771,813,784
803286,549,544,468
803294,862,837,769
803308,968,942,844
803316,2586,3358,3053
80357,55087,60006,54339
803472,1848,1757,1496
803499,901,913,808
803502,1628,1614,1506
803529,1488,1480,1189
803537,1701,1716,1549
803545,843,991,924
803553,915,1102,904
803561,3378,3246,2946
803570,1216,1232,1056
803588,558,598,541
803596,2266,2216,1808
803600,404,460,393
803618,2809,2760,2444
803626,2890,3244,2745
803634,28582,32229,30076
803642,976,1020,918
803669,2684,3428,3036
80403,85328,85902,79940
804061,140,145,83
804070,913,965,841
804088,1149,1139,971
804096,1570,1617,1426
804100,1319,1312,1129
804118,1527,1585,1361
804126,864,836,722
804134,750,707,608
804142,2256,2235,2039
804169,3491,3391,2982
804177,10235,10893,10638
804185,913,947,699
804193,1478,1533,1319
804207,3663,3639,3070
804215,3788,3896,3873
804223,2237,2120,1866
804231,1587,1463,1184
804240,1076,1086,946
804258,1894,1879,1751
804266,38834,39084,37751
804274,777,773,624
804282,205,190,162
804304,1776,1675,1431
804312,1928,1830,1623
804339,217,218,211
804347,741,744,630
80420,57291,67576,65792
804363,2605,3116,2973
804371,4642,5012,4752
804380,4497,5129,4721
804398,781,1025,845
804401,16016,18214,17105
804410,6354,9358,9443
804428,17110,18645,18602
804436,4033,5488,5954
804444,1253,1589,1397
80497,36317,38973,34188
804916,2080,2166,1919
804924,399,320,259
804932,1298,1374,1180
804959,1103,1228,1115
804967,299,336,269
804975,915,906,732
804983,1636,1717,1424
804991,1963,1899,1683
805009,840,1158,989
805017,3427,3316,2736
805025,883,827,804
805033,1399,1130,950
805041,1821,2252,1955
805050,585,559,446
805068,305,298,195
805076,2105,2164,1774
805084,165,221,186
805092,819,791,679
805106,14275,16311,14893
RS2,4206680,3889885,3595613
RS21,2266428,2136881,2031697
RS211,335826,313396,286549
70041,20335,19784,18792
701629,6074,6744,6763
701637,656,565,452
701645,675,629,634
701653,829,671,504
701661,970,1034,1180
701670,615,586,550
701688,622,474,357
701696,748,775,738
701700,445,471,519
701718,454,357,293
701726,1020,821,646
701734,356,312,264
701742,608,474,360
701769,364,323,293
701777,896,847,792
701785,588,627,659
701793,474,387,307
701807,503,370,286
701815,403,294,226
701823,957,952,968
701831,991,920,826
701840,1087,1151,1175
70068,29747,29151,26022
702455,8555,9543,9148
702463,174,167,141
702471,275,213,187
702480,1110,1566,1706
702498,708,642,518
702501,321,251,158
702510,196,144,121
702528,496,419,322
702536,814,566,414
702544,649,442,263
702552,1099,790,629
702579,415,348,279
702587,563,419,319
702595,188,152,77
702609,593,472,399
702617,270,212,157
702625,134,112,78
702633,526,495,411
702641,1711,2555,2789
702650,519,418,293
702668,527,489,427
702676,838,834,819
702684,658,582,492
702692,763,622,543
702706,283,180,155
702714,687,845,530
702722,742,653,537
702749,467,334,287
702757,517,473,308
702765,765,672,591
702773,862,768,634
702781,285,201,129
702790,1273,1066,890
702803,729,582,501
702811,223,168,112
702820,812,756,658
70629,15478,14001,12090
718092,385,314,265
718106,757,724,715
718114,298,330,230
718122,301,263,209
718149,720,599,513
718157,371,348,257
718165,141,152,61
718173,159,97,113
718181,544,395,357
718190,162,142,101
718203,3794,4116,3992
718211,1115,1023,898
718220,1046,893,705
718238,245,184,148
718246,400,297,258
718254,514,433,305
718262,131,80,82
718289,650,531,369
718297,402,316,217
718319,193,118,95
718327,1086,853,726
718335,356,274,239
718343,212,159,105
718351,256,219,179
718360,609,535,449
718378,301,272,225
718386,330,334,277
70866,21812,19982,16638
729655,398,420,340
729663,160,117,87
729671,940,791,694
729680,432,392,288
729698,443,333,320
729701,384,311,239
729710,290,258,207
729728,404,396,349
729736,452,485,404
729744,281,224,165
729752,208,139,57
729779,203,148,124
729787,369,287,257
729795,273,257,173
729809,494,419,371
729817,365,368,364
729825,385,272,174
729833,396,346,296
729841,314,256,241
729850,157,126,113
729868,146,112,80
729876,517,475,352
729884,10345,10257,8795
729892,406,290,226
729906,208,169,134
729914,801,690,572
729922,1074,887,654
729949,359,262,214
729957,130,117,54
729965,122,92,78
729973,105,78,47
729981,172,130,103
746797,79,78,66
70955,33578,32293,29638
733156,662,742,654
733164,539,481,365
733172,1215,1232,1193
733199,501,473,437
733202,864,803,684
733229,326,289,233
733237,595,505,428
733245,1522,1506,1321
733253,364,280,243
733261,593,524,421
733270,403,352,307
733288,420,369,295
733296,567,482,383
733300,534,526,444
733318,174,167,109
733326,411,331,287
733334,641,571,528
733342,351,265,205
733369,431,432,352
733377,190,153,106
733385,355,304,251
733393,845,694,657
733407,290,219,169
733415,450,412,329
733423,363,291,212
733431,895,803,707
733440,12552,13206,13153
733458,472,446,396
733466,353,341,294
733474,470,429,422
733482,992,1026,995
733504,322,265,192
733512,589,424,363
733539,484,451,363
733547,240,222,156
733555,578,481,405
733563,132,137,119
733571,305,275,263
733580,417,373,294
733598,204,170,146
733601,571,514,489
733610,396,327,268
70971,35951,30377,27133
734004,3757,3360,3013
734012,253,153,156
734039,135,60,26
734047,240,186,122
734055,643,490,439
734063,221,118,104
734071,430,350,233
734080,391,205,225
734098,293,248,155
734101,121,88,42
734110,298,254,158
734128,443,273,255
734136,245,164,128
734144,522,455,347
734152,349,305,285
734179,305,220,149
734187,182,66,57
734195,398,261,203
734209,717,644,568
734217,108,85,49
734225,277,188,149
734233,18083,16209,14920
734241,305,204,118
734250,167,142,110
734268,1896,1789,1904
734276,434,228,206
734284,572,337,380
734292,376,269,225
734306,331,181,99
734314,675,430,311
734322,187,93,66
734349,1355,1062,964
734357,1242,1260,967
70980,46525,41188,37059
734365,304,196,131
734373,557,434,585
734381,173,56,42
734390,44,22,12
734403,120,82,75
734411,145,87,65
734420,210,175,157
734438,2182,1780,1845
734446,161,107,34
734454,485,474,362
734462,149,99,63
734489,234,183,105
734497,402,262,217
734519,80,58,30
734527,127,85,61
734535,111,49,64
734543,270,199,168
734551,292,254,232
734560,376,335,311
734578,432,319,223
734586,275,120,79
734594,332,208,162
734608,335,245,270
734616,395,265,194
734624,201,133,80
734632,1527,1272,1265
734659,1152,1047,1205
734667,187,128,101
734675,151,104,76
734683,1121,1140,1145
734691,202,170,98
734705,54,46,31
734713,503,502,275
734721,335,301,229
734730,260,210,167
734748,74,63,37
734756,124,199,163
734764,198,55,59
734772,113,88,71
734799,1770,1613,1604
734802,71,49,31
734829,550,353,296
734837,1120,1049,966
734845,34,36,26
734853,219,169,137
734861,178,169,156
734870,199,164,130
734888,119,80,44
734896,43,25,12
734900,622,750,777
734918,126,66,52
734926,109,121,90
734934,196,126,63
734942,625,455,478
734969,82,33,16
734977,50,34,19
734985,362,336,254
734993,375,204,158
735019,630,526,466
735027,139,123,34
735035,168,124,102
735043,377,282,142
735051,160,85,48
735060,411,360,326
735078,15634,15031,13330
735086,442,410,379
735094,2112,2088,2032
735108,302,322,304
735116,242,168,160
735124,665,774,677
735132,172,105,68
735159,229,138,161
735167,233,136,148
735175,1978,2061,1974
735183,405,285,220
735191,238,130,103
735205,151,78,46
735213,255,267,303
735221,147,132,149
735230,192,179,89
71072,33681,27970,26392
739146,157,157,30
739154,103,85,66
739162,110,71,46
739189,57,30,24
739197,165,74,66
739219,70,65,46
739227,78,72,52
739235,201,143,111
739243,45,33,30
739251,130,83,52
739260,71,73,39
739278,89,212,88
739286,254,218,193
739294,130,91,89
739308,268,230,254
739316,61,50,48
739324,63,74,48
739332,79,56,32
739359,56,41,34
739367,69,49,35
739375,162,169,136
739383,248,200,146
739391,34,42,39
739405,105,57,40
739413,106,70,54
739421,53,44,24
739430,141,150,90
739448,90,87,67
739456,557,322,290
739464,75,57,41
739472,136,123,85
739499,155,114,125
739502,536,431,279
739529,24,19,10
739537,450,411,473
739545,685,594,477
739553,236,152,225
739561,199,190,169
739570,478,321,211
739588,654,536,296
739596,72,50,41
739600,361,278,375
739618,170,150,135
739626,65,60,32
739634,39,24,10
739642,35,21,11
739669,569,442,258
739677,86,65,67
739685,207,116,102
739693,233,151,225
739707,439,362,363
739715,123,105,93
739723,69,27,15
739731,136,124,100
739740,105,91,54
739758,25,11,8
739766,70,47,33
739774,50,30,18
739782,334,337,374
739804,27,14,8
739812,116,88,42
739839,275,156,130
739847,367,384,398
739855,162,176,71
739863,39,38,38
739871,221,276,92
739880,55,22,17
739898,47,37,18
739901,57,17,14
739910,292,186,233
739928,25,32,16
739936,638,325,543
739944,512,401,262
739952,154,132,126
739979,187,145,116
739987,210,164,45
739995,14381,13130,14060
740004,7,2,1
740012,28,29,20
740039,230,193,182
740047,251,183,155
740055,40,25,23
740063,113,97,56
740071,596,397,396
740080,299,204,116
740098,79,48,22
740101,35,18,15
740110,839,545,474
740128,582,326,335
740136,28,14,9
740144,127,103,108
740152,30,20,13
740179,478,386,312
740187,175,140,75
740195,74,49,49
740209,106,108,70
740217,231,144,145
740225,181,142,165
740233,434,250,154
740241,351,312,268
740250,34,25,26
79065,82723,83022,78040
71234,15996,15628,14745
745154,327,244,190
745162,773,744,737
745189,305,212,169
745197,480,344,242
745219,541,405,367
745227,188,135,96
745235,226,153,106
745243,1187,924,709
745251,1226,1135,1157
745260,869,705,515
745278,658,806,905
745286,306,277,242
745294,1684,2344,2821
745308,148,108,60
745316,532,457,387
745324,191,159,144
745332,754,810,646
745359,416,300,183
745367,844,763,630
745375,302,214,128
745383,493,372,303
745391,313,282,200
745405,2588,3162,3336
745413,645,573,472
RS212,200560,192204,174513
70360,98226,96761,90312
708267,865,772,602
708275,212,160,140
708283,589,505,381
708291,113,124,109
708305,735,849,942
708313,593,528,459
708321,372,281,290
708330,479,391,309
708348,165,129,113
708356,184,172,139
708364,529,573,520
708372,642,506,406
708399,401,357,423
708402,59016,61035,58932
708429,245,240,204
708437,98,98,57
708445,492,417,325
708453,373,258,195
708461,767,793,564
708470,378,491,577
708488,1319,1117,890
708496,1228,1366,1301
708500,589,463,391
708518,386,383,393
708526,730,717,640
708534,130,235,141
708542,658,556,460
708569,692,597,441
708577,280,264,267
708585,524,452,351
708593,487,452,401
708607,491,462,352
708615,180,171,143
708623,529,486,402
708631,243,144,212
708640,407,427,438
708658,367,310,279
708666,276,272,198
708674,1131,1005,868
708682,617,590,527
708704,220,269,233
708712,230,203,173
708739,257,237,212
708747,946,727,565
708755,114,77,68
708763,677,568,483
708771,737,660,516
708780,1128,1054,850
708798,212,163,126
708801,242,193,163
708810,1142,913,762
708828,201,192,175
708836,826,636,488
708844,727,592,444
708852,130,120,114
708879,666,596,505
708887,483,614,697
708895,2419,2607,2627
708909,397,340,285
708917,643,519,405
708925,197,150,202
708933,287,245,172
708941,1432,929,990
708950,181,136,100
708968,187,169,135
708976,190,155,123
708984,1069,1313,1360
708992,205,178,140
709000,165,133,105
709018,520,421,341
709026,257,223,180
709034,190,166,130
709042,358,282,236
709069,698,578,424
709077,369,301,258
709085,424,378,303
709093,401,418,319
709107,187,158,121
70700,17716,17062,15475
722979,825,689,611
722987,1174,1019,873
722995,571,494,415
723002,3284,3250,3070
723029,3428,3443,3249
723037,1859,1950,2107
723045,516,489,89
723053,131,110,111
723061,748,679,606
723070,822,733,666
723088,277,227,190
723096,531,574,479
723100,396,378,309
723118,824,811,802
723126,306,241,178
723134,314,307,270
723142,550,486,443
723169,386,358,306
723177,774,824,701
70769,15912,14629,12754
726176,694,605,477
726184,531,493,431
726192,260,266,199
726206,367,286,247
726214,417,410,471
726222,432,419,343
726249,255,253,217
726257,208,156,145
726265,248,224,177
726273,700,534,455
726281,539,468,368
726290,488,407,352
726303,575,508,433
726311,824,744,611
726320,552,476,384
726338,340,309,224
726346,538,443,439
726354,428,372,308
726362,3094,3327,3226
726389,248,223,211
726397,707,665,583
726419,295,224,169
726427,606,544,439
726435,859,741,575
726443,485,478,400
726451,486,427,330
726460,736,627,540
70831,17368,16513,14335
728071,595,564,443
728080,624,572,468
728098,225,202,170
728101,276,292,186
728110,531,419,346
728128,455,488,414
728136,164,152,124
728144,554,446,367
728152,492,431,384
728179,191,152,101
728187,259,243,178
728195,696,641,522
728209,323,297,216
728217,122,128,107
728225,602,498,433
728233,455,436,361
728241,545,485,331
728250,321,341,315
728268,1679,1723,1620
728276,1300,1446,1569
728284,381,345,306
728292,281,239,292
728306,932,795,710
728314,582,588,503
728322,334,313,237
728349,714,773,694
728357,337,327,297
728365,429,350,302
728373,465,513,439
728381,524,511,406
728390,276,239,197
728403,290,276,204
728411,398,388,352
728420,269,214,141
728438,445,434,391
728446,302,252,209
70882,16745,15135,12536
731072,693,585,474
731099,745,654,538
731102,328,310,261
731129,695,554,416
731137,1503,1359,1115
731145,765,681,532
731153,756,611,503
731161,1122,954,734
731170,416,343,320
731188,193,143,89
731196,1483,1330,1110
731200,2934,3172,2704
731218,1181,944,768
731226,610,588,493
731234,469,501,451
731242,541,460,517
731269,421,330,241
731277,822,736,573
731285,290,226,168
731293,778,654,529
71218,34593,32104,29101
744506,1431,1395,1124
744514,738,348,306
744522,1356,1235,1163
744549,726,668,604
744557,1748,1684,1503
744565,595,552,455
744573,283,262,215
744581,509,468,405
744590,467,497,514
744603,711,558,431
744611,625,536,494
744620,485,455,416
744638,819,888,759
744646,514,480,406
744654,950,708,654
744662,268,221,156
744689,247,278,225
744697,593,551,477
744719,410,407,349
744727,565,559,562
744735,1067,879,711
744743,868,769,691
744751,1424,1173,988
744760,678,607,565
744778,370,297,251
744786,371,372,317
744794,492,413,345
744808,2046,1933,1839
744816,997,999,888
744824,1077,979,883
744832,434,402,323
744859,1141,1020,877
744867,787,909,747
744875,1091,945,774
744883,5797,6018,6191
744891,684,631,558
744905,579,463,434
744913,650,545,501
RS213,339644,329625,298931
70289,34438,32990,28883
705632,5640,5406,4817
705659,1668,1619,1362
705667,1816,1744,1557
705675,7346,7350,6488
705683,987,967,777
705691,2438,2346,1975
705705,3532,3317,2900
705713,3476,3253,2935
705721,1314,1244,1092
705730,458,409,399
705748,1490,1344,1134
705756,648,618,554
